averageMonthlyHours,satisfaction,evaluation,yearsAtCompany,turnover
275,50,54,2,1
272,68,71,2,1
269,62,87,2,1
242,99,54,4,1
266,93,52,2,1
286,20,75,4,1
269,58,61,3,1
292,94,76,6,1
297,18,54,3,1
292,18,62,4,1
277,70,74,2,1
278,93,92,5,1
291,50,76,3,1
263,54,71,3,1
272,74,63,2,1
274,66,67,2,1
274,61,87,2,1
275,74,98,6,1
283,48,51,4,1
259,65,84,2,1
302,94,49,5,1
283,91,79,2,1
271,87,65,3,1
261,23,79,5,1
295,40,73,3,1
268,68,85,3,1
272,95,88,2,1
282,63,96,2,1
270,47,53,3,1
273,20,50,6,1
264,72,84,2,1
257,56,57,2,1
267,70,74,2,1
282,59,82,2,1
267,78,96,3,1
285,62,64,3,1
281,71,61,2,1
272,72,45,6,1
275,76,77,3,1
282,83,56,3,1
281,92,99,4,1
266,67,77,3,1
276,56,45,3,1
269,91,63,3,1
267,56,86,2,1
269,72,95,2,1
287,56,86,3,1
273,92,56,3,1
272,74,88,3,1
286,88,84,4,1
287,69,72,2,1
272,87,78,3,1
280,98,50,3,1
288,90,61,3,1
270,49,87,3,1
280,78,57,3,1
295,58,98,3,1
282,91,88,2,1
272,92,75,3,1
263,36,66,2,1
269,55,53,3,1
267,95,96,3,1
286,50,67,3,1
276,42,73,6,1
270,75,68,5,1
280,88,70,4,1
284,53,63,4,1
283,84,40,3,1
290,49,93,3,1
278,71,91,3,1
286,83,64,2,1
291,88,93,3,1
284,87,53,3,1
272,43,82,5,1
280,80,90,3,1
271,32,67,4,1
289,77,56,4,1
284,97,77,3,1
285,98,63,2,1
285,62,64,2,1
273,53,94,6,1
281,93,49,2,1
272,51,91,2,1
265,76,76,3,1
261,69,89,4,1
265,58,60,3,1
286,98,77,4,1
264,58,54,6,1
253,57,97,4,1
272,84,79,4,1
246,15,67,6,1
277,88,72,4,1
276,69,99,3,1
293,56,84,2,1
284,49,58,3,1
281,40,45,3,1
283,67,36,4,1
293,79,50,3,1
269,47,44,5,1
287,82,54,4,1
262,82,87,2,1
283,63,57,3,1
276,91,53,3,1
298,89,100,2,1
289,96,93,2,1
276,83,72,3,1
266,75,92,3,1
283,75,82,3,1
269,41,69,4,1
281,96,94,3,1
277,58,79,3,1
278,74,89,3,1
285,78,74,3,1
275,50,72,2,1
269,100,52,3,1
277,85,91,3,1
273,82,89,3,1
274,19,81,5,1
274,90,90,3,1
264,59,100,3,1
282,53,46,2,1
276,57,50,5,1
279,85,99,2,1
258,64,67,2,1
280,57,54,3,1
277,86,85,4,1
259,60,70,2,1
282,17,76,5,1
271,54,63,3,1
283,35,78,4,1
264,92,77,4,1
257,66,100,2,1
275,83,90,3,1
282,89,86,4,1
289,94,61,3,0
264,24,85,5,0
274,69,80,4,0
263,45,46,2,0
274,78,93,3,0
270,91,38,5,0
280,63,65,6,0
290,71,80,2,0
274,73,69,3,0
284,69,52,3,0
269,52,57,3,0
303,78,66,3,0
251,94,69,3,0
273,55,73,3,0
262,43,38,3,0
273,77,66,2,0
278,59,80,3,0
259,65,54,4,0
283,82,37,3,0
268,31,72,3,0
293,84,65,2,0
282,15,40,5,0
282,64,52,2,0
295,48,63,5,0
267,82,58,5,0
278,99,54,3,0
293,80,52,3,0
267,94,92,3,0
269,94,81,3,0
272,77,79,2,0
261,48,54,3,0
276,62,68,3,0
272,61,90,3,0
283,27,60,5,0
277,89,65,2,0
277,58,81,2,0
291,64,77,2,0
279,73,88,2,0
262,74,85,3,0
281,75,82,2,0
277,78,84,3,0
278,18,95,3,0
280,80,84,6,0
283,89,64,3,0
251,84,50,2,0
301,64,38,5,0
279,53,82,3,0
267,15,66,4,0
270,66,62,3,0
282,49,78,3,0
278,78,72,4,0
280,39,75,5,0
282,90,83,3,0
278,96,74,2,0
266,63,81,4,0
275,63,74,3,0
267,89,81,3,0
279,93,57,4,0
279,87,59,3,0
279,56,53,3,0
278,97,55,5,0
262,61,51,3,0
268,73,46,4,0
283,61,69,2,0
269,99,71,2,0
275,57,75,2,0
268,74,96,3,0
258,86,61,3,0
268,68,72,3,0
291,66,63,4,0
277,86,89,2,0
273,85,78,4,0
274,98,53,3,0
283,14,73,4,0
282,20,54,6,0
271,90,97,3,0
276,51,96,4,0
271,63,77,2,0
265,83,88,3,0
295,67,72,2,0
267,96,52,3,0
267,69,75,3,0
283,69,90,2,0
280,64,94,2,0
275,62,48,3,0
261,55,75,3,0
277,98,51,2,0
272,83,78,2,0
286,73,77,2,0
271,58,86,2,0
281,52,67,3,0
278,91,70,3,0
273,72,64,2,0
272,70,74,3,0
265,86,92,4,0
279,82,57,3,0
277,83,78,3,0
265,99,64,3,0
268,88,58,4,0
286,68,74,2,0
262,90,49,2,0
290,59,67,3,0
269,76,71,2,0
267,23,63,4,0
264,80,85,3,0
289,62,49,3,0
280,28,46,6,0
274,81,97,3,0
266,64,91,3,0
278,76,60,3,0
265,79,87,2,0
273,72,91,2,0
262,22,59,2,0
263,18,73,5,0
248,91,49,3,0
286,69,63,3,0
259,91,66,3,0
258,67,84,3,0
291,98,62,3,0
271,69,62,4,0
254,96,74,5,0
267,69,68,3,0
269,65,68,2,0
282,70,75,3,0
279,48,94,2,0
262,48,51,4,0
287,16,89,3,0
257,72,97,3,0
277,91,71,2,0
294,74,54,3,0
271,56,56,2,0
281,56,41,3,0
287,88,55,2,0
273,86,90,4,0
269,66,84,3,0
281,41,45,2,0
291,68,83,3,0
277,59,47,2,0
270,52,78,3,0
271,30,54,2,0
270,44,67,3,0
269,75,64,3,0
248,23,94,6,0
284,34,46,2,0
285,52,59,3,0
277,79,83,2,0
257,50,77,2,0
288,89,65,3,0
280,84,52,3,0
279,26,47,4,0
270,57,96,4,0
269,14,99,4,0
262,94,62,2,0
272,30,58,3,0
278,29,43,3,0
274,82,75,3,0
271,62,75,4,0
287,64,99,5,0
270,17,52,4,0
287,75,56,3,0
282,49,73,3,0
275,84,58,2,0
275,48,96,2,0
267,54,53,3,0
268,76,99,3,0
279,77,84,3,0
280,95,97,2,0
277,72,83,3,0
278,74,67,3,0
262,90,55,3,0
278,67,55,3,0
273,97,55,3,0
267,55,59,4,0
281,32,95,5,0
269,40,42,2,0
285,66,54,2,0
281,70,77,2,0
291,69,89,3,0
272,72,57,2,0
262,21,65,3,0
284,91,90,3,0
265,72,71,2,0
275,96,72,3,0
283,100,89,3,0
286,63,51,6,0
280,24,74,5,0
289,44,38,2,0
282,92,57,3,0
249,51,51,3,0
275,77,71,3,0
273,80,97,3,0
272,84,46,3,0
280,91,88,3,0
272,64,61,3,0
281,15,59,4,0
271,74,58,3,0
262,94,78,3,0
267,57,58,3,0
279,92,63,3,0
270,76,54,2,0
268,73,92,3,0
266,24,60,6,0
277,42,47,4,0
288,92,82,4,0
274,92,94,2,0
257,68,55,3,0
285,49,86,2,0
279,57,98,3,0
253,30,66,2,0
277,17,81,4,0
281,91,49,3,0
269,83,91,2,0
281,87,76,3,0
287,71,80,3,0
276,88,50,2,0
276,63,94,3,0
268,99,58,3,0
269,99,81,2,0
281,77,53,3,0
264,64,69,6,0
270,61,100,2,0
276,37,82,5,0
276,19,100,4,0
269,96,87,2,0
290,80,62,2,0
267,14,63,5,0
275,15,69,6,0
262,52,82,4,0
276,27,55,3,0
285,97,96,3,0
281,52,93,3,0
262,98,89,2,0
268,96,95,2,0
293,28,92,3,0
278,65,55,3,0
272,59,63,3,0
267,64,48,2,0
270,71,48,3,0
275,83,84,3,0
278,95,94,4,0
265,73,49,3,0
268,81,75,2,0
281,71,44,4,0
277,80,56,6,0
293,85,53,2,0
275,41,70,3,0
272,51,84,2,0
298,49,57,4,0
275,76,55,2,0
268,57,69,3,0
276,54,48,2,0
284,68,74,2,0
266,70,50,2,0
291,77,87,3,0
281,95,51,4,0
264,50,64,2,0
278,99,53,3,0
269,94,51,2,0
292,83,66,3,0
274,64,81,3,0
283,16,73,3,0
273,83,71,2,0
276,93,73,2,0
260,32,64,3,0
270,12,90,3,0
280,50,50,3,0
265,57,74,2,0
261,25,75,5,0
268,98,56,2,0
280,81,51,2,0
257,94,63,3,0
275,83,57,3,0
279,77,40,5,0
276,57,65,3,0
276,18,96,6,0
288,67,71,2,0
290,35,47,6,0
297,78,44,4,0
266,72,79,3,0
271,90,58,3,0
288,58,49,2,0
275,64,56,2,0
275,91,79,3,0
294,59,51,3,0
268,76,80,3,0
285,76,85,2,0
279,51,69,3,0
299,54,55,3,0
284,67,93,3,0
280,68,44,3,0
266,97,58,2,0
287,50,74,3,0
277,81,52,3,0
272,77,73,3,0
252,59,75,3,0
257,100,96,3,0
266,74,95,4,0
266,91,52,4,0
270,77,65,3,0
290,79,98,2,0
288,82,51,3,0
273,89,96,3,0
285,83,62,3,0
275,72,70,3,0
277,70,74,3,0
262,100,89,3,0
283,57,66,2,0
292,55,54,2,0
248,47,70,3,0
275,95,77,3,0
283,29,57,3,0
270,71,50,2,0
282,89,68,3,0
292,81,97,2,0
273,72,64,2,0
286,100,85,3,0
273,79,49,3,0
277,69,84,2,0
281,97,66,3,0
275,61,59,2,0
272,71,89,3,0
290,96,76,3,0
275,77,73,2,0
274,57,99,3,0
287,92,76,2,0
273,99,92,2,0
293,86,73,3,0
270,78,66,3,0
275,85,66,3,0
294,38,60,2,0
270,63,93,2,0
294,66,72,3,0
285,19,79,3,0
272,63,59,2,0
274,32,74,3,0
266,73,55,3,0
275,75,89,3,0
286,70,66,3,0
274,77,61,2,0
266,83,80,3,0
273,75,49,3,0
260,97,54,3,0
264,75,55,3,0
273,66,84,4,0
292,56,49,3,0
267,77,98,3,0
282,82,81,3,0
284,85,59,2,0
280,49,79,2,0
268,24,87,3,0
263,32,74,3,0
283,77,51,3,0
273,77,83,4,0
273,93,87,3,0
283,22,74,5,0
265,24,89,4,0
248,99,99,4,0
285,61,50,3,0
284,60,91,3,0
262,79,70,2,0
288,94,62,3,0
297,18,85,3,0
268,51,73,3,0
274,55,92,3,0
278,73,74,3,0
275,41,63,3,0
279,88,66,3,0
280,23,56,5,0
277,78,56,4,0
288,34,69,3,0
282,51,41,4,0
278,80,86,2,0
276,66,57,2,0
255,62,63,6,0
297,50,97,4,0
299,96,94,3,0
272,50,84,2,0
279,73,69,4,0
266,47,39,5,0
279,49,83,2,0
280,92,62,2,0
281,24,39,2,0
287,61,58,4,0
286,83,89,3,0
290,88,66,3,0
268,61,55,3,0
266,68,54,4,0
301,51,70,4,0
261,88,58,2,0
281,94,84,3,0
280,58,88,3,0
275,63,98,3,0
277,81,49,4,0
268,61,86,2,0
277,65,63,3,0
262,67,63,5,0
287,64,62,3,0
267,25,76,3,0
274,13,62,6,0
278,14,89,6,0
272,74,51,3,0
278,80,81,3,0
270,50,56,4,0
259,69,75,4,0
280,91,53,3,0
256,80,51,3,0
295,93,52,3,0
286,57,99,4,0
279,51,58,2,0
281,98,54,3,0
267,85,83,3,0
293,73,56,3,0
290,97,90,2,0
272,52,61,2,0
284,31,38,2,0
259,49,77,3,0
285,81,44,4,0
286,52,80,2,0
265,69,56,3,0
284,70,74,4,0
279,65,85,2,0
285,54,71,2,0
274,57,49,2,0
291,78,90,2,0
255,99,92,3,0
277,57,83,3,0
277,33,58,3,0
274,97,58,3,0
273,95,58,3,0
270,69,83,3,0
282,97,91,5,0
295,40,59,4,0
279,67,71,6,0
288,96,58,3,0
264,49,95,4,0
271,56,66,2,0
272,99,78,4,0
265,49,88,3,0
251,53,69,3,0
273,75,50,4,0
266,51,89,4,0
276,65,90,3,0
268,45,66,3,0
282,98,91,4,0
281,90,74,2,0
263,37,62,2,0
278,52,99,3,0
265,96,78,3,0
291,99,70,4,0
251,66,56,3,0
274,84,54,2,0
299,16,87,3,0
284,75,59,3,0
272,52,74,2,0
261,86,86,3,0
271,75,53,2,0
273,73,99,3,0
282,98,84,2,0
263,80,84,3,0
274,18,48,4,0
267,37,72,3,0
287,97,86,4,0
280,56,68,3,0
265,32,65,3,0
273,63,88,2,0
277,36,78,3,0
274,75,49,3,0
279,42,86,4,0
273,96,66,2,0
269,62,78,6,0
285,78,96,3,0
289,93,89,2,0
266,93,87,2,0
296,45,42,2,0
273,44,56,3,0
257,57,55,2,0
290,77,51,5,0
279,60,98,4,0
283,25,94,4,0
263,59,43,3,0
267,29,57,5,0
276,50,95,4,0
270,91,94,4,0
270,78,65,2,0
274,73,76,3,0
284,51,59,3,0
258,65,82,3,0
274,25,87,4,0
277,50,63,2,0
292,53,58,2,0
262,57,76,3,0
274,77,91,3,0
260,94,77,3,0
287,50,53,4,0
273,47,57,4,0
286,92,54,4,0
277,90,87,3,0
275,54,46,4,0
271,58,97,3,0
276,95,87,3,0
276,52,71,3,0
297,83,51,3,0
277,54,92,3,0
258,80,85,3,0
275,52,57,2,0
290,83,80,3,0
297,74,55,4,0
279,87,71,2,0
274,45,87,4,0
270,72,72,4,0
268,27,85,6,0
287,51,88,2,0
271,55,55,3,0
265,89,69,3,0
294,85,86,3,0
281,29,85,2,0
267,96,50,2,0
292,90,68,3,0
277,28,94,3,0
288,93,98,3,0
264,51,57,3,0
279,97,76,3,0
287,71,55,3,0
276,52,69,5,0
265,87,84,3,0
284,78,61,2,0
274,57,82,5,0
259,34,49,3,0
293,95,95,4,0
277,72,73,3,0
282,61,37,6,0
285,39,39,2,0
282,72,59,2,0
263,86,91,3,0
260,69,67,3,0
252,50,65,3,0
264,62,68,2,0
276,76,55,3,0
273,97,88,4,0
284,78,57,4,0
271,81,89,2,0
279,15,95,5,0
292,72,50,3,0
267,80,50,3,0
268,76,74,2,0
270,19,73,3,0
301,75,75,2,0
271,94,49,3,0
289,93,59,3,0
273,96,92,4,0
273,14,57,5,0
276,75,71,3,0
269,60,59,4,0
277,65,48,3,0
263,59,79,3,0
264,93,78,4,0
269,50,100,2,0
281,62,55,3,0
281,24,58,5,0
274,66,87,3,0
280,55,95,4,0
291,91,66,3,0
252,59,51,5,0
272,74,54,3,0
274,43,51,3,0
275,85,99,6,0
267,46,54,4,0
283,48,56,3,0
289,96,100,2,0
266,55,90,3,0
267,82,74,3,0
278,24,65,4,0
289,69,71,3,0
282,29,68,3,0
270,53,70,5,0
270,65,77,3,0
278,57,53,3,0
263,60,50,3,0
289,79,55,2,0
274,41,50,6,0
275,79,72,3,0
291,50,80,3,0
282,80,76,2,0
281,61,79,2,0
279,99,68,3,0
256,77,86,5,0
278,70,52,2,0
287,55,87,4,0
291,87,63,3,0
283,97,60,2,0
277,56,99,2,0
281,99,81,3,0
278,57,66,2,0
270,100,84,3,0
292,97,74,3,0
282,81,54,4,0
265,76,48,3,0
288,95,55,3,0
277,81,65,2,0
265,80,65,4,0
283,72,57,2,0
281,68,65,2,0
258,21,61,5,0
277,46,40,2,0
276,80,70,2,0
283,57,64,2,0
288,58,57,2,0
279,91,100,3,0
272,63,67,2,0
274,95,86,4,0
275,87,67,3,0
290,22,53,4,0
273,95,65,2,0
283,18,50,4,0
277,87,63,3,0
297,23,84,5,0
281,93,69,4,0
285,58,75,4,0
260,68,55,3,0
272,76,71,3,0
278,68,84,3,0
281,99,47,5,0
279,64,55,2,0
278,61,83,5,0
286,51,50,2,0
280,69,66,4,0
298,85,60,2,0
266,55,89,3,0
284,56,89,3,0
291,69,68,4,0
298,61,46,3,0
291,47,65,2,0
305,58,79,3,0
269,16,56,5,0
271,53,64,3,0
278,82,82,4,0
260,68,61,3,0
276,60,72,2,0
281,93,44,5,0
275,58,49,3,0
279,61,96,3,0
274,74,71,3,0
266,88,91,2,0
271,94,80,3,0
255,44,46,3,0
282,73,52,2,0
271,90,68,4,0
270,97,49,2,0
276,86,96,3,0
267,81,98,3,0
279,24,76,4,0
267,92,97,3,0
278,34,62,6,0
280,95,53,3,0
274,94,81,2,0
270,54,82,2,0
283,87,57,3,0
283,54,74,6,0
276,75,49,4,0
269,88,100,3,0
264,78,86,3,0
288,88,71,2,0
283,51,94,3,0
281,31,70,3,0
268,22,100,3,0
273,56,83,3,0
267,38,63,2,0
267,56,47,4,0
262,55,90,3,0
267,74,99,3,0
274,64,92,2,0
279,69,91,6,0
281,99,54,3,0
276,66,75,3,0
271,79,93,3,0
285,92,54,3,0
257,84,49,4,0
278,31,59,5,0
244,34,52,6,0
270,88,96,4,0
273,80,84,3,0
274,75,92,3,0
277,71,70,4,0
281,66,49,2,0
284,54,72,5,0
277,47,40,3,0
289,87,79,3,0
285,90,52,2,0
275,51,63,2,0
287,62,71,2,0
279,47,43,3,0
279,59,94,2,0
274,87,62,3,0
277,59,97,3,0
260,87,71,6,0
247,89,93,2,0
287,73,68,3,0
275,79,98,3,0
292,80,74,3,0
272,73,89,3,0
273,96,90,3,0
275,66,96,2,0
274,53,97,3,0
258,86,56,2,0
291,92,86,4,0
276,31,95,3,0
280,69,73,2,0
282,70,83,3,0
281,63,74,3,0
281,24,53,5,0
267,13,94,5,0
275,47,41,3,0
287,53,58,2,0
281,96,96,3,0
285,92,88,4,0
271,56,59,2,0
272,51,88,4,0
284,22,85,6,0
278,83,92,2,0
281,85,48,4,0
258,85,92,4,0
263,85,90,2,0
286,73,82,4,0
271,18,52,4,0
272,63,87,3,0
277,50,48,2,0
277,63,47,3,0
282,15,95,5,0
277,96,69,5,0
282,96,91,2,0
281,31,51,6,0
274,59,49,4,0
305,75,98,3,1
275,96,51,6,1
261,69,67,3,1
259,92,89,2,1
263,96,82,3,1
267,67,70,3,1
281,49,56,3,1
277,85,65,3,1
295,85,53,3,1
288,91,77,3,1
289,70,48,3,1
295,98,99,2,1
275,48,48,5,1
268,39,60,2,1
273,66,89,3,1
279,60,61,5,1
274,88,90,4,1
277,85,83,2,1
272,76,81,3,1
297,100,67,4,1
268,79,74,3,1
257,63,52,4,1
289,50,83,2,1
271,83,74,3,1
287,71,81,3,1
272,94,87,3,1
284,56,57,4,1
253,78,71,2,1
296,34,46,3,1
278,62,67,3,1
273,82,74,2,1
282,42,50,3,1
280,51,79,3,1
275,63,78,5,1
281,43,81,3,1
255,50,49,3,1
276,81,87,2,1
272,63,70,2,1
255,86,70,3,1
285,92,91,2,1
269,72,78,2,1
276,78,63,2,1
266,76,65,2,1
271,84,63,3,1
281,78,54,3,1
267,57,59,3,1
293,15,42,3,1
283,69,77,2,1
289,73,60,4,1
262,96,54,3,1
267,91,78,4,1
274,58,97,3,1
281,84,56,3,1
276,51,58,3,1
281,71,95,3,1
277,63,82,3,1
262,66,51,3,1
280,50,80,5,1
270,56,89,3,1
260,57,46,4,1
281,70,65,3,1
293,84,62,4,1
281,33,59,2,1
274,64,94,2,1
273,93,54,2,1
276,100,58,2,1
273,91,49,4,1
276,56,59,4,1
260,62,52,4,1
289,98,68,3,1
283,96,85,4,1
276,61,99,2,1
275,92,66,3,1
290,58,67,3,1
287,47,49,3,1
280,87,70,3,1
281,80,64,2,1
272,54,53,2,1
281,14,83,6,1
273,98,76,3,1
275,13,58,4,1
280,64,81,3,1
304,91,75,2,1
296,24,71,5,1
264,34,42,5,1
256,51,85,4,1
262,91,70,2,1
280,86,90,3,1
277,100,61,4,1
265,37,41,3,1
303,46,73,4,1
285,86,80,2,1
275,36,68,4,1
304,52,93,3,1
285,51,73,4,1
278,69,94,2,1
285,67,50,3,1
277,60,99,3,1
265,71,57,3,1
276,65,79,3,1
273,48,92,3,1
264,67,58,3,1
276,68,63,4,1
275,74,85,3,1
272,90,77,3,1
270,67,83,3,1
284,64,66,4,1
261,54,87,3,1
287,60,73,2,1
280,72,67,3,1
273,97,49,2,1
278,99,89,2,1
263,75,93,3,1
271,84,98,3,1
283,76,50,3,1
270,96,51,2,1
288,12,81,6,1
264,54,79,3,1
272,69,98,4,1
270,77,71,3,1
277,96,86,3,1
288,53,62,2,1
257,54,72,2,1
280,89,64,5,1
267,52,84,2,1
277,29,65,5,1
266,93,60,3,1
287,71,68,2,1
282,23,50,6,1
280,89,96,4,1
265,51,50,3,1
266,27,64,3,1
268,90,53,3,1
278,88,57,4,1
273,91,83,3,1
284,65,63,2,1
274,68,50,4,1
272,58,63,3,1
274,68,62,3,1
282,59,76,3,1
283,56,57,3,1
288,74,44,3,1
280,50,91,2,1
278,85,65,2,1
272,57,48,3,1
264,89,58,3,1
283,76,66,2,1
277,96,70,3,1
270,81,68,3,1
252,79,85,6,1
279,63,66,2,1
267,92,82,3,1
303,77,74,4,1
281,73,87,2,1
265,74,98,2,1
265,80,74,3,1
281,82,85,4,1
264,48,81,2,1
278,79,54,4,1
272,87,41,3,1
281,96,88,2,1
255,96,58,4,1
267,69,66,2,1
270,42,58,3,1
275,70,76,2,1
264,97,76,2,1
265,60,59,4,1
274,63,63,2,1
267,65,82,2,1
283,85,81,3,1
271,54,83,3,1
269,23,74,4,1
260,95,73,2,1
255,100,51,4,1
271,77,93,3,1
276,80,53,3,1
265,88,56,4,1
272,73,68,2,1
268,54,90,3,1
281,92,58,2,1
286,14,88,4,1
265,65,79,3,1
274,17,89,5,1
281,18,67,4,1
281,58,50,4,1
287,63,67,3,1
280,68,81,2,1
275,91,98,3,1
266,95,94,3,1
280,89,76,2,1
267,76,76,2,1
281,96,72,3,1
286,78,63,3,1
268,98,90,4,1
270,76,42,2,1
274,63,49,2,1
267,39,37,3,1
266,91,67,2,1
275,80,80,4,1
289,89,64,2,1
279,75,41,4,1
287,94,85,3,1
271,50,75,2,1
287,75,95,3,1
262,84,78,3,1
274,55,81,3,1
267,59,82,3,1
290,58,43,6,1
283,91,59,3,1
273,43,92,4,1
276,51,79,2,1
295,81,96,2,1
291,72,39,3,1
287,89,99,3,1
263,61,74,2,1
284,57,70,2,1
284,74,82,2,1
268,87,64,2,1
281,58,62,3,1
268,63,59,3,1
286,89,85,4,1
272,49,74,3,1
260,59,59,3,1
277,71,99,2,1
286,58,62,3,1
276,84,61,3,1
285,92,48,3,1
273,91,59,2,1
272,92,78,2,1
272,95,65,3,1
262,53,62,3,1
278,89,89,2,1
269,81,84,2,1
278,78,67,3,1
282,66,48,4,1
267,37,71,5,1
272,55,84,4,1
266,79,88,4,1
268,89,83,3,1
270,54,76,2,1
262,74,80,4,1
266,70,47,5,1
274,37,85,3,1
292,84,71,2,1
281,55,58,3,1
274,93,79,4,1
277,97,55,3,1
293,64,53,3,1
275,62,64,2,1
268,26,91,6,1
288,93,49,2,1
269,27,61,6,1
275,90,63,3,1
276,16,70,4,1
280,75,63,4,1
276,72,74,3,1
274,68,51,3,1
269,13,77,5,1
273,96,92,2,1
271,71,72,3,1
258,85,66,3,1
259,87,91,3,1
269,86,93,3,1
276,49,85,2,1
251,99,59,3,1
264,75,95,3,1
285,61,64,2,1
281,89,84,4,1
293,77,70,3,1
284,70,79,4,1
266,50,58,3,1
272,61,100,4,1
286,98,53,2,1
279,61,77,2,1
284,85,56,4,1
265,42,85,3,1
257,56,75,3,1
274,88,80,3,1
265,92,69,2,1
287,85,77,4,1
275,66,74,3,1
267,82,93,3,1
294,14,58,3,1
285,60,98,3,1
273,92,65,2,1
277,51,72,3,1
278,85,46,5,1
280,43,84,5,1
281,98,56,5,1
287,84,55,3,1
269,70,52,2,1
260,82,82,2,1
266,94,67,3,1
258,55,79,3,1
278,98,50,3,1
280,78,63,3,1
279,99,77,3,1
297,74,58,3,1
272,50,74,2,1
276,25,80,6,1
255,49,55,4,1
265,63,74,3,1
262,68,73,2,1
281,62,54,4,1
279,89,52,3,1
288,31,37,3,1
279,89,61,2,1
283,72,65,5,1
290,84,75,2,1
263,88,71,3,1
288,74,100,2,1
262,96,95,4,1
276,82,89,3,1
273,70,64,3,1
278,61,84,2,1
271,65,83,2,1
259,77,64,3,1
282,81,77,4,1
273,87,66,2,1
283,96,73,2,1
272,48,70,3,1
285,78,96,3,1
274,75,100,2,1
286,23,87,4,1
274,85,76,5,1
274,67,56,2,1
279,71,81,3,1
286,72,70,3,1
282,80,77,2,1
272,64,86,2,1
262,54,42,3,1
279,73,67,4,1
281,73,100,3,1
279,55,62,4,1
272,63,41,5,1
270,15,80,5,1
287,60,50,3,1
289,38,51,2,1
269,81,77,3,1
282,75,53,3,1
254,52,92,3,1
271,51,100,4,1
282,66,62,3,1
279,80,87,3,1
283,85,69,3,1
278,77,73,2,1
274,29,40,4,1
260,15,67,6,1
274,73,83,5,1
273,55,74,3,1
269,20,69,4,1
278,56,68,3,1
281,55,54,3,1
269,90,49,4,1
269,73,55,4,1
264,48,99,2,1
260,64,74,4,1
263,95,75,3,1
274,82,66,3,1
271,95,65,4,1
266,92,90,3,1
276,22,84,5,1
271,17,77,6,1
267,51,55,3,1
268,67,64,2,1
281,60,66,2,1
300,99,55,6,1
288,35,71,4,1
277,13,72,4,1
277,97,93,6,1
288,49,61,3,1
276,62,71,2,1
258,35,54,3,1
288,81,79,3,1
266,57,75,4,1
267,100,66,2,1
270,93,71,2,1
272,89,85,3,1
283,64,61,2,1
271,54,95,3,1
259,52,85,2,1
270,12,65,6,1
259,14,49,4,1
294,57,54,4,1
269,57,64,4,1
275,100,56,3,1
281,94,58,3,0
276,93,48,3,0
273,91,88,5,0
273,85,77,3,0
268,80,98,6,0
269,68,69,2,0
268,91,60,3,0
278,93,90,3,0
291,81,68,2,0
282,51,74,3,0
267,49,52,3,0
270,55,55,3,0
284,17,51,3,0
280,80,79,3,0
282,61,67,3,0
261,59,73,2,0
271,67,77,3,0
281,96,81,3,0
275,72,66,3,0
260,72,76,2,0
296,99,61,3,0
256,22,61,6,0
267,32,52,2,0
271,64,86,6,0
272,90,49,2,0
286,86,90,2,0
283,67,76,2,0
271,90,59,2,0
279,52,80,3,0
289,57,89,2,0
273,55,83,2,0
282,20,83,4,0
263,89,66,3,0
286,15,56,5,0
269,80,60,3,0
261,55,48,6,0
266,53,64,4,0
269,62,77,4,0
270,100,58,2,0
248,31,75,4,0
263,62,51,3,0
257,73,61,3,0
287,52,61,3,0
254,33,65,5,0
256,88,50,3,0
264,65,54,3,0
275,91,70,2,0
275,83,91,4,0
280,20,87,6,0
284,96,80,4,0
262,75,89,4,0
269,93,57,2,0
270,87,49,3,0
275,94,58,3,0
263,85,72,2,0
260,63,50,2,0
281,78,63,3,0
276,87,92,3,0
269,77,76,2,0
268,100,61,3,0
264,93,81,3,0
276,50,40,2,0
274,90,66,2,0
261,61,56,3,0
278,57,97,2,0
265,43,50,5,0
276,60,56,2,0
287,56,92,2,0
267,57,62,2,0
267,56,82,2,0
258,64,90,5,0
276,53,56,4,0
277,19,60,4,0
278,50,80,3,0
278,86,97,3,0
270,92,66,3,0
270,82,97,3,0
286,54,51,3,0
268,23,51,6,0
280,65,71,2,0
267,99,98,3,0
274,54,59,3,0
274,99,68,3,0
281,76,89,2,0
283,57,54,3,0
277,53,75,4,0
285,86,55,4,0
279,97,96,6,0
288,13,76,5,0
288,73,89,3,0
265,62,95,3,0
265,59,37,2,0
290,63,70,3,0
281,64,52,2,0
284,50,85,3,0
268,58,89,2,0
274,32,87,4,0
252,72,67,2,0
276,61,74,3,0
267,97,55,4,0
295,87,64,3,0
280,88,81,6,0
274,52,99,3,0
282,95,81,4,0
274,96,62,2,0
296,98,58,3,0
268,51,51,3,0
293,100,63,2,0
266,97,67,2,0
258,79,56,3,0
277,64,45,6,0
272,84,76,3,0
265,94,57,4,0
274,70,79,3,0
278,64,100,2,0
266,56,88,2,0
287,32,81,4,0
263,75,72,3,0
268,78,58,3,0
286,70,49,3,0
279,21,39,5,0
299,64,96,3,0
307,54,52,3,0
276,79,98,3,0
275,91,58,3,0
282,76,73,2,0
273,77,95,3,0
269,92,88,3,0
269,53,57,3,0
274,44,52,4,0
262,54,52,4,0
280,93,50,3,0
279,67,68,3,0
278,66,99,2,0
276,70,60,2,0
267,79,57,3,0
289,50,75,6,0
275,100,75,3,0
270,61,52,3,0
286,72,50,3,0
261,78,95,3,0
287,87,84,3,0
279,57,58,2,0
272,85,96,3,0
